plantid;date;longueur;largeur;note
MMB1036;2017-10-15;156.30;126.72;Légère variabilité observée.
MMB1038;2017-05-15;151.23;94.59;Condition normale pour la saison.
MMB1038;2017-06-15;178.11;187.15;Condition normale pour la saison.
MMB1038;2017-07-15;120.69;142.36;Rien à signaler.
MMB1038;2017-08-15;50.31;149.55;Condition normale pour la saison.
MMB1038;2017-09-15;104.24;81.07;Condition normale pour la saison.
MMB1038;2017-10-15;79.70;89.67;Condition normale pour la saison.
MMB1040;2017-05-15;50.29;167.56;Condition normale pour la saison.
MMB1040;2017-06-15;178.54;106.41;Condition normale pour la saison.
MMB1040;2017-07-15;172.63;168.58;Condition normale pour la saison.
MMB1040;2017-08-15;127.74;168.57;Condition normale pour la saison.
MMB1040;2017-09-15;53.60;92.29;Rien à signaler.
MMB1040;2017-10-15;167.56;89.63;Condition normale pour la saison.
MMB1042;2017-05-15;188.39;178.97;Condition normale pour la saison.
MMB1042;2017-06-15;90.17;51.55;Condition normale pour la saison.
MMB1042;2017-07-15;183.45;98.92;Condition normale pour la saison.
MMB1042;2017-08-15;181.04;156.74;Condition normale pour la saison.
MMB1042;2017-09-15;101.31;181.14;Condition normale pour la saison.
MMB1042;2017-10-15;146.86;94.70;Condition normale pour la saison.
MMB1044;2017-05-15;103.18;52.61;Condition normale pour la saison.
MMB1044;2017-06-15;102.46;158.65;Condition normale pour la saison.
MMB1044;2017-07-15;79.84;189.17;Légère variabilité observée.
MMB1044;2017-08-15;55.90;111.27;Condition normale pour la saison.
MMB1044;2017-09-15;199.28;159.97;Condition normale pour la saison.
MMB1044;2017-10-15;108.96;191.35;Condition normale pour la saison.
MMB1046;2017-05-15;195.63;129.85;Légère variabilité observée.
MMB1046;2017-06-15;71.45;104.96;Condition normale pour la saison.
MMB1046;2017-07-15;66.49;163.64;Rien à signaler.
MMB1046;2017-08-15;67.70;52.34;Condition normale pour la saison.
MMB1046;2017-09-15;87.80;78.34;Condition normale pour la saison.
MMB1046;2017-10-15;134.11;83.25;Condition normale pour la saison.
MMB1048;2017-05-15;148.84;133.20;Légère variabilité observée.
MMB1048;2017-06-15;87.26;87.84;Condition normale pour la saison.
MMB1048;2017-07-15;182.82;105.68;Rien à signaler.
MMB1048;2017-08-15;137.92;115.89;Légère variabilité observée.
MMB1048;2017-09-15;127.67;65.92;Condition normale pour la saison.
MMB1048;2017-10-15;187.22;65.40;Condition normale pour la saison.
MMB1050;2017-05-15;130.53;170.91;Condition normale pour la saison.
MMB1050;2017-06-15;100.19;180.75;Condition normale pour la saison.
MMB1050;2017-07-15;193.02;141.35;Condition normale pour la saison.
MMB1050;2017-08-15;169.78;60.40;Condition normale pour la saison.
MMB1050;2017-09-15;58.83;79.50;Légère variabilité observée.
MMB1050;2017-10-15;65.60;72.08;Condition normale pour la saison.
MMB1052;2017-05-15;124.90;173.71;Condition normale pour la saison.
MMB1052;2017-06-15;150.24;116.88;Condition normale pour la saison.
MMB1052;2017-07-15;118.41;50.05;Légère variabilité observée.
MMB1052;2017-08-15;186.44;186.34;Condition normale pour la saison.
MMB1052;2017-09-15;90.04;174.26;Légère variabilité observée.
MMB1052;2017-10-15;162.77;122.63;Légère variabilité observée.
MMB1054;2017-05-15;164.31;125.94;Condition normale pour la saison.
MMB1054;2017-06-15;150.11;133.17;Légère variabilité observée.
MMB1054;2017-07-15;158.59;96.72;Légère variabilité observée.
MMB1054;2017-08-15;57.89;72.45;Rien à signaler.
MMB1054;2017-09-15;178.51;56.63;Rien à signaler.
MMB1054;2017-10-15;116.24;52.30;Rien à signaler.
MMB1056;2017-05-15;164.42;194.59;Légère variabilité observée.
MMB1056;2017-06-15;184.45;120.52;Légère variabilité observée.
MMB1056;2017-07-15;155.79;55.31;Rien à signaler.
MMB1056;2017-08-15;75.21;92.06;Rien à signaler.
MMB1056;2017-09-15;131.05;185.56;Condition normale pour la saison.
MMB1056;2017-10-15;170.06;83.03;Légère variabilité observée.
MMB1058;2017-05-15;58.57;161.09;Condition normale pour la saison.
MMB1058;2017-06-15;77.44;63.36;Condition normale pour la saison.
MMB1058;2017-07-15;84.73;110.57;Rien à signaler.
MMB1058;2017-08-15;77.21;67.91;Condition normale pour la saison.
MMB1058;2017-09-15;94.18;74.61;Condition normale pour la saison.
MMB1058;2017-10-15;58.81;58.78;Condition normale pour la saison.
MMB1060;2017-05-15;82.10;95.01;Condition normale pour la saison.
MMB1060;2017-06-15;166.12;121.11;Rien à signaler.
MMB1060;2017-07-15;121.25;73.91;Condition normale pour la saison.
MMB1060;2017-08-15;99.66;90.63;Condition normale pour la saison.
MMB1060;2017-09-15;177.98;115.38;Condition normale pour la saison.
MMB1060;2017-10-15;198.15;196.31;Légère variabilité observée.
MMB1062;2017-05-15;121.28;116.32;Légère variabilité observée.
MMB1062;2017-06-15;153.37;59.88;Rien à signaler.
MMB1062;2017-07-15;191.71;180.89;Condition normale pour la saison.
MMB1062;2017-08-15;172.89;141.94;Condition normale pour la saison.
MMB1062;2017-09-15;96.42;157.59;Rien à signaler.
MMB1062;2017-10-15;56.81;170.80;Condition normale pour la saison.
MMB1064;2017-05-15;134.59;195.09;Condition normale pour la saison.
MMB1064;2017-06-15;114.71;180.12;Légère variabilité observée.
MMB1064;2017-07-15;110.75;194.66;Rien à signaler.
MMB1064;2017-08-15;164.57;52.77;Rien à signaler.
MMB1064;2017-09-15;65.12;87.83;Légère variabilité observée.
MMB1064;2017-10-15;162.92;190.93;Condition normale pour la saison.
MMB1066;2017-05-15;138.58;62.62;Légère variabilité observée.
MMB1066;2017-06-15;72.83;124.81;Rien à signaler.
MMB1066;2017-07-15;163.45;174.85;Condition normale pour la saison.
MMB1066;2017-08-15;183.64;142.91;Condition normale pour la saison.
MMB1066;2017-09-15;76.09;144.43;Condition normale pour la saison.
MMB1066;2017-10-15;135.11;137.14;Condition normale pour la saison.
MMB1068;2017-05-15;174.66;113.18;Condition normale pour la saison.
MMB1068;2017-06-15;96.32;175.31;Rien à signaler.
MMB1068;2017-07-15;62.87;123.31;Condition normale pour la saison.
MMB1068;2017-08-15;153.08;145.03;Condition normale pour la saison.
MMB1068;2017-09-15;170.06;100.30;Condition normale pour la saison.
MMB1068;2017-10-15;182.41;105.43;Rien à signaler.
MMB1070;2017-05-15;103.75;118.83;Légère variabilité observée.
MMB1070;2017-06-15;98.39;74.21;Rien à signaler.
MMB1070;2017-07-15;119.23;76.47;Condition normale pour la saison.
MMB1070;2017-08-15;107.34;199.43;Légère variabilité observée.
MMB1070;2017-09-15;55.00;118.95;Légère variabilité observée.
MMB1070;2017-10-15;68.64;188.15;Condition normale pour la saison.
MMB1072;2017-05-15;140.70;90.96;Condition normale pour la saison.
MMB1072;2017-06-15;119.08;179.86;Légère variabilité observée.
MMB1072;2017-07-15;140.53;105.13;Rien à signaler.
MMB1072;2017-08-15;87.03;92.35;Légère variabilité observée.
MMB1072;2017-09-15;152.22;169.02;Légère variabilité observée.
MMB1072;2017-10-15;68.79;137.86;Condition normale pour la saison.
MMB1074;2017-05-15;53.06;192.63;Condition normale pour la saison.
MMB1074;2017-06-15;149.12;174.70;Légère variabilité observée.
MMB1074;2017-07-15;179.42;123.95;Condition normale pour la saison.
MMB1074;2017-08-15;175.24;69.13;Condition normale pour la saison.
MMB1074;2017-09-15;79.40;141.40;Condition normale pour la saison.
MMB1074;2017-10-15;134.92;162.89;Légère variabilité observée.
MMB1076;2017-05-15;89.68;152.15;Rien à signaler.
MMB1076;2017-06-15;96.94;61.29;Légère variabilité observée.
MMB1076;2017-07-15;117.69;181.56;Rien à signaler.
MMB1076;2017-08-15;130.28;77.21;Rien à signaler.
MMB1076;2017-09-15;195.24;182.87;Rien à signaler.
MMB1076;2017-10-15;134.65;78.47;Légère variabilité observée.
MMB1078;2017-05-15;105.54;119.55;Condition normale pour la saison.
MMB1078;2017-06-15;189.37;51.83;Condition normale pour la saison.
MMB1078;2017-07-15;67.21;77.19;Condition normale pour la saison.
MMB1078;2017-08-15;185.25;119.63;Légère variabilité observée.
MMB1078;2017-09-15;101.42;180.56;Légère variabilité observée.
MMB1078;2017-10-15;51.21;95.60;Condition normale pour la saison.
MMB1080;2017-05-15;190.03;157.08;Condition normale pour la saison.
MMB1080;2017-06-15;173.39;127.43;Condition normale pour la saison.
MMB1080;2017-07-15;198.09;123.89;Légère variabilité observée.
MMB1080;2017-08-15;117.62;91.92;Rien à signaler.
MMB1080;2017-09-15;106.54;176.70;Condition normale pour la saison.
MMB1080;2017-10-15;147.10;164.47;Condition normale pour la saison.
MMB1082;2017-05-15;148.57;150.18;Condition normale pour la saison.
MMB1082;2017-06-15;64.47;196.01;Condition normale pour la saison.
MMB1082;2017-07-15;84.10;62.99;Rien à signaler.
MMB1082;2017-08-15;94.50;156.20;Condition normale pour la saison.
MMB1082;2017-09-15;61.94;94.54;Condition normale pour la saison.
MMB1082;2017-10-15;119.79;190.00;Condition normale pour la saison.
MMB1084;2017-05-15;195.81;73.37;Rien à signaler.
MMB1084;2017-06-15;53.96;97.29;Rien à signaler.
MMB1084;2017-07-15;198.99;131.41;Légère variabilité observée.
MMB1084;2017-08-15;109.03;174.03;Condition normale pour la saison.
MMB1084;2017-09-15;71.35;158.78;Condition normale pour la saison.
MMB1084;2017-10-15;91.79;59.72;Légère variabilité observée.
MMB1086;2017-05-15;171.18;63.57;Légère variabilité observée.
MMB1086;2017-06-15;162.61;111.17;Rien à signaler.
MMB1086;2017-07-15;87.34;139.33;Rien à signaler.
MMB1086;2017-08-15;123.68;153.37;Condition normale pour la saison.
MMB1086;2017-09-15;148.69;138.79;Rien à signaler.
MMB1086;2017-10-15;180.92;160.25;Condition normale pour la saison.
MMB1088;2017-05-15;127.60;56.19;Légère variabilité observée.
MMB1088;2017-06-15;78.37;78.28;Condition normale pour la saison.
MMB1088;2017-07-15;126.22;111.76;Condition normale pour la saison.
MMB1088;2017-08-15;172.08;185.37;Rien à signaler.
MMB1088;2017-09-15;84.38;90.58;Condition normale pour la saison.
MMB1088;2017-10-15;182.12;124.66;Condition normale pour la saison.
MMB1090;2017-05-15;177.80;187.10;Condition normale pour la saison.
MMB1090;2017-06-15;93.40;121.71;Condition normale pour la saison.
MMB1090;2017-07-15;100.60;163.09;Légère variabilité observée.
MMB1090;2017-08-15;84.77;114.03;Condition normale pour la saison.
MMB1090;2017-09-15;110.44;166.88;Condition normale pour la saison.
MMB1090;2017-10-15;166.40;198.03;Condition normale pour la saison.
MMB1092;2017-05-15;198.38;154.81;Condition normale pour la saison.
MMB1092;2017-06-15;55.70;148.74;Condition normale pour la saison.
MMB1092;2017-07-15;181.51;65.50;Condition normale pour la saison.
MMB1092;2017-08-15;127.85;125.39;Légère variabilité observée.
MMB1092;2017-09-15;92.30;66.17;Condition normale pour la saison.
MMB1092;2017-10-15;190.76;167.58;Condition normale pour la saison.
MMB1094;2017-05-15;109.62;174.80;Rien à signaler.
MMB1094;2017-06-15;64.69;120.21;Condition normale pour la saison.
MMB1094;2017-07-15;131.20;110.72;Légère variabilité observée.
MMB1094;2017-08-15;51.96;75.83;Légère variabilité observée.
MMB1094;2017-09-15;78.84;87.36;Condition normale pour la saison.
MMB1094;2017-10-15;111.21;87.33;Légère variabilité observée.
MMB1096;2017-05-15;158.55;177.80;Légère variabilité observée.
MMB1096;2017-06-15;92.21;170.41;Rien à signaler.
MMB1096;2017-07-15;57.70;118.69;Rien à signaler.
MMB1096;2017-08-15;118.23;177.38;Légère variabilité observée.
MMB1096;2017-09-15;171.40;191.30;Légère variabilité observée.
MMB1096;2017-10-15;57.78;72.42;Condition normale pour la saison.
MMB1098;2017-05-15;138.40;183.27;Légère variabilité observée.
MMB1098;2017-06-15;186.99;163.41;Rien à signaler.
MMB1098;2017-07-15;97.65;77.56;Légère variabilité observée.
MMB1098;2017-08-15;127.22;95.31;Condition normale pour la saison.
MMB1098;2017-09-15;54.27;81.79;Légère variabilité observée.
MMB1098;2017-10-15;199.25;92.33;Légère variabilité observée.
MMB1100;2017-05-15;106.39;143.44;Condition normale pour la saison.
MMB1100;2017-06-15;98.52;135.66;Légère variabilité observée.
MMB1100;2017-07-15;74.04;192.66;Condition normale pour la saison.
MMB1100;2017-08-15;78.18;64.94;Condition normale pour la saison.
MMB1100;2017-09-15;182.28;114.93;Légère variabilité observée.
MMB1100;2017-10-15;69.58;193.26;Rien à signaler.
MMB2002;2017-05-15;169.91;151.47;Condition normale pour la saison.
MMB2002;2017-06-15;118.17;151.28;Légère variabilité observée.
MMB2002;2017-07-15;59.40;165.59;Condition normale pour la saison.
MMB2002;2017-08-15;90.17;115.93;Légère variabilité observée.
MMB2002;2017-09-15;154.79;92.15;Condition normale pour la saison.
MMB2002;2017-10-15;52.28;158.14;Légère variabilité observée.
MMB2004;2017-05-15;183.31;149.76;Légère variabilité observée.
MMB2004;2017-06-15;89.09;113.96;Condition normale pour la saison.
MMB2004;2017-07-15;53.61;143.75;Légère variabilité observée.
MMB2004;2017-08-15;134.47;118.96;Condition normale pour la saison.
MMB2004;2017-09-15;193.75;113.16;Condition normale pour la saison.
MMB2004;2017-10-15;100.99;60.08;Rien à signaler.
MMB2006;2017-05-15;157.17;117.63;Légère variabilité observée.
MMB2006;2017-06-15;51.81;160.53;Rien à signaler.
MMB2006;2017-07-15;132.17;180.44;Condition normale pour la saison.
MMB2006;2017-08-15;89.77;95.49;Rien à signaler.
MMB2006;2017-09-15;54.69;54.49;Légère variabilité observée.
MMB2006;2017-10-15;177.80;104.87;Légère variabilité observée.
MMB2008;2017-05-15;167.67;74.38;Condition normale pour la saison.
MMB2008;2017-06-15;61.99;198.71;Légère variabilité observée.
MMB2008;2017-07-15;150.24;197.24;Rien à signaler.
MMB2008;2017-08-15;143.94;110.48;Condition normale pour la saison.
MMB2008;2017-09-15;112.92;78.50;Légère variabilité observée.
MMB2008;2017-10-15;80.63;106.60;Condition normale pour la saison.
MMB2010;2017-05-15;187.20;154.70;Condition normale pour la saison.
MMB2010;2017-06-15;193.49;140.66;Légère variabilité observée.
MMB2010;2017-07-15;162.08;118.63;Rien à signaler.
MMB2010;2017-08-15;58.19;120.54;Rien à signaler.
MMB2010;2017-09-15;164.15;77.58;Légère variabilité observée.
MMB2010;2017-10-15;196.46;143.68;Condition normale pour la saison.
MMB2012;2017-05-15;190.00;111.47;Condition normale pour la saison.
MMB2012;2017-06-15;179.37;77.74;Condition normale pour la saison.
MMB2012;2017-07-15;160.94;111.24;Légère variabilité observée.
MMB2012;2017-08-15;166.04;180.51;Rien à signaler.
MMB2012;2017-09-15;141.28;54.77;Condition normale pour la saison.
MMB2012;2017-10-15;57.84;116.77;Condition normale pour la saison.
MMB2014;2017-05-15;170.98;117.90;Condition normale pour la saison.
MMB2014;2017-06-15;61.90;104.20;Condition normale pour la saison.
MMB2014;2017-07-15;64.45;153.92;Condition normale pour la saison.
MMB2014;2017-08-15;169.07;55.63;Légère variabilité observée.
MMB2014;2017-09-15;156.91;109.23;Rien à signaler.
MMB2014;2017-10-15;151.54;130.46;Légère variabilité observée.
MMB2016;2017-05-15;135.25;107.51;Condition normale pour la saison.
MMB2016;2017-06-15;62.07;83.04;Rien à signaler.
MMB2016;2017-07-15;97.88;135.05;Rien à signaler.
MMB2016;2017-08-15;114.61;111.61;Légère variabilité observée.
MMB2016;2017-09-15;54.27;108.01;Condition normale pour la saison.
MMB2016;2017-10-15;71.71;86.23;Condition normale pour la saison.
MMB2018;2017-05-15;137.57;60.66;Condition normale pour la saison.
MMB2018;2017-06-15;186.45;70.85;Rien à signaler.
MMB2018;2017-07-15;158.12;182.81;Condition normale pour la saison.
MMB2018;2017-08-15;80.49;53.74;Condition normale pour la saison.
MMB2018;2017-09-15;101.97;174.68;Condition normale pour la saison.
MMB2018;2017-10-15;102.46;125.40;Condition normale pour la saison.
MMB2020;2017-05-15;127.77;167.35;Condition normale pour la saison.
MMB2020;2017-06-15;60.64;112.98;Condition normale pour la saison.
MMB2020;2017-07-15;151.54;125.02;Condition normale pour la saison.
MMB2020;2017-08-15;112.42;61.69;Condition normale pour la saison.
MMB2020;2017-09-15;125.81;80.18;Condition normale pour la saison.
MMB2020;2017-10-15;142.50;133.02;Rien à signaler.
MMB2022;2017-05-15;133.51;113.11;Rien à signaler.
MMB2022;2017-06-15;125.61;133.74;Rien à signaler.
MMB2022;2017-07-15;195.25;121.34;Légère variabilité observée.
MMB2022;2017-08-15;149.86;57.56;Rien à signaler.
MMB2022;2017-09-15;184.98;187.08;Rien à signaler.
MMB2022;2017-10-15;180.56;186.12;Légère variabilité observée.
MMB2024;2017-05-15;53.88;77.12;Légère variabilité observée.
MMB2024;2017-06-15;169.70;141.98;Condition normale pour la saison.
MMB2024;2017-07-15;113.22;145.03;Rien à signaler.
MMB2024;2017-08-15;175.91;78.21;Légère variabilité observée.
MMB2024;2017-09-15;127.82;161.41;Condition normale pour la saison.
MMB2024;2017-10-15;93.24;105.27;Condition normale pour la saison.
MMB2026;2017-05-15;100.88;191.11;Condition normale pour la saison.
MMB2026;2017-06-15;176.89;105.93;Rien à signaler.
MMB2026;2017-07-15;126.24;192.67;Condition normale pour la saison.
MMB2026;2017-08-15;176.38;169.72;Condition normale pour la saison.
MMB2026;2017-09-15;113.81;190.36;Rien à signaler.
MMB2026;2017-10-15;140.53;117.60;Condition normale pour la saison.
MMB2028;2017-05-15;135.37;97.19;Rien à signaler.
MMB2028;2017-06-15;141.89;149.10;Légère variabilité observée.
MMB2028;2017-07-15;106.42;62.73;Légère variabilité observée.
MMB2028;2017-08-15;50.69;199.37;Rien à signaler.
MMB2028;2017-09-15;76.18;182.08;Rien à signaler.
MMB2028;2017-10-15;122.50;173.98;Rien à signaler.
MMB2030;2017-05-15;122.12;179.25;Condition normale pour la saison.
MMB2030;2017-06-15;194.55;122.94;Rien à signaler.
MMB2030;2017-07-15;195.12;86.59;Condition normale pour la saison.
MMB2030;2017-08-15;146.72;196.44;Légère variabilité observée.
MMB2030;2017-09-15;152.02;62.12;Rien à signaler.
MMB2030;2017-10-15;172.01;145.06;Condition normale pour la saison.
MMB2032;2017-05-15;160.05;107.36;Condition normale pour la saison.
MMB2032;2017-06-15;81.66;63.13;Condition normale pour la saison.
MMB2032;2017-07-15;175.58;145.99;Légère variabilité observée.
MMB2032;2017-08-15;125.59;53.30;Rien à signaler.
MMB2032;2017-09-15;188.45;73.32;Condition normale pour la saison.
MMB2032;2017-10-15;66.91;112.71;Légère variabilité observée.
MMB2034;2017-05-15;166.65;128.98;Légère variabilité observée.
MMB2034;2017-06-15;152.98;138.83;Condition normale pour la saison.
MMB2034;2017-07-15;59.05;127.49;Condition normale pour la saison.
MMB2034;2017-08-15;148.95;154.72;Condition normale pour la saison.
MMB2034;2017-09-15;183.35;147.00;Condition normale pour la saison.
MMB2034;2017-10-15;133.60;135.68;Condition normale pour la saison.
MMB2036;2017-05-15;171.25;52.70;Condition normale pour la saison.
MMB2036;2017-06-15;196.79;151.80;Condition normale pour la saison.
MMB2036;2017-07-15;62.90;64.59;Légère variabilité observée.
MMB2036;2017-08-15;73.28;164.58;Condition normale pour la saison.
MMB2036;2017-09-15;126.95;161.80;Condition normale pour la saison.
MMB2036;2017-10-15;107.63;159.07;Condition normale pour la saison.
MMB2038;2017-05-15;122.70;190.12;Légère variabilité observée.
MMB2038;2017-06-15;130.23;104.32;Condition normale pour la saison.
MMB2038;2017-07-15;95.12;136.93;Condition normale pour la saison.
MMB2038;2017-08-15;183.37;187.72;Rien à signaler.
MMB2038;2017-09-15;139.93;124.09;Légère variabilité observée.
MMB2038;2017-10-15;163.36;58.66;Légère variabilité observée.
MMB2040;2017-05-15;185.66;61.84;Légère variabilité observée.
MMB2040;2017-06-15;165.64;81.57;Rien à signaler.
MMB2040;2017-07-15;83.18;177.84;Légère variabilité observée.
MMB2040;2017-08-15;172.82;131.23;Légère variabilité observée.
MMB2040;2017-09-15;87.07;64.36;Condition normale pour la saison.
MMB2040;2017-10-15;81.61;174.37;Condition normale pour la saison.
MMB2042;2017-05-15;130.40;171.17;Condition normale pour la saison.
MMB2042;2017-06-15;93.22;187.54;Rien à signaler.
MMB2042;2017-07-15;134.42;182.64;Condition normale pour la saison.
MMB2042;2017-08-15;116.83;98.02;Rien à signaler.
MMB2042;2017-09-15;67.20;68.38;Légère variabilité observée.
MMB2042;2017-10-15;111.16;101.32;Condition normale pour la saison.
MMB2044;2017-05-15;61.99;177.33;Condition normale pour la saison.
MMB2044;2017-06-15;69.71;120.73;Condition normale pour la saison.
MMB2044;2017-07-15;188.64;68.36;Condition normale pour la saison.
MMB2044;2017-08-15;77.43;80.50;Condition normale pour la saison.
MMB2044;2017-09-15;130.35;94.31;Rien à signaler.
MMB2044;2017-10-15;155.22;52.15;Rien à signaler.
MMB2046;2017-05-15;145.54;59.12;Rien à signaler.
MMB2046;2017-06-15;175.89;68.59;Légère variabilité observée.
MMB2046;2017-07-15;164.94;56.13;Légère variabilité observée.
MMB2046;2017-08-15;167.76;92.54;Condition normale pour la saison.
MMB2046;2017-09-15;84.48;169.55;Condition normale pour la saison.
MMB2046;2017-10-15;193.83;144.71;Condition normale pour la saison.
MMB2048;2017-05-15;76.98;166.79;Légère variabilité observée.
MMB2048;2017-06-15;105.85;138.46;Condition normale pour la saison.
MMB2048;2017-07-15;106.39;75.75;Légère variabilité observée.
MMB2048;2017-08-15;153.86;183.21;Condition normale pour la saison.
MMB2048;2017-09-15;104.58;63.51;Légère variabilité observée.
MMB2048;2017-10-15;60.89;59.59;Rien à signaler.
MMB2050;2017-05-15;51.08;134.22;Condition normale pour la saison.
MMB2050;2017-06-15;61.25;131.62;Légère variabilité observée.
MMB2050;2017-07-15;108.21;178.18;Légère variabilité observée.
MMB2050;2017-08-15;60.44;99.88;Condition normale pour la saison.
MMB2050;2017-09-15;50.03;174.97;Condition normale pour la saison.
MMB2050;2017-10-15;198.73;94.29;Rien à signaler.
MMB2052;2017-05-15;94.35;154.07;Condition normale pour la saison.
MMB2052;2017-06-15;184.28;73.49;Condition normale pour la saison.
MMB2052;2017-07-15;93.49;182.10;Rien à signaler.
MMB2052;2017-08-15;120.33;132.60;Rien à signaler.
MMB2052;2017-09-15;151.36;171.73;Légère variabilité observée.
MMB2052;2017-10-15;118.27;169.63;Condition normale pour la saison.
MMB2054;2017-05-15;94.92;159.59;Condition normale pour la saison.
MMB2054;2017-06-15;82.54;142.63;Condition normale pour la saison.
MMB2054;2017-07-15;95.44;122.85;Rien à signaler.
MMB2054;2017-08-15;127.12;104.56;Légère variabilité observée.
MMB2054;2017-09-15;177.47;89.49;Condition normale pour la saison.
MMB2054;2017-10-15;144.51;168.73;Condition normale pour la saison.
MMB2056;2017-05-15;158.68;96.97;Rien à signaler.
MMB2056;2017-06-15;95.61;77.43;Condition normale pour la saison.
MMB2056;2017-07-15;166.90;112.72;Légère variabilité observée.
MMB2056;2017-08-15;183.08;124.80;Condition normale pour la saison.
MMB2056;2017-09-15;159.81;87.08;Légère variabilité observée.
MMB2056;2017-10-15;70.43;118.29;Légère variabilité observée.
MMB2058;2017-05-15;102.79;59.06;Condition normale pour la saison.
MMB2058;2017-06-15;86.39;125.05;Rien à signaler.
MMB2058;2017-07-15;50.62;122.73;Condition normale pour la saison.
MMB2058;2017-08-15;147.15;52.40;Condition normale pour la saison.
MMB2058;2017-09-15;85.79;139.04;Condition normale pour la saison.
MMB2058;2017-10-15;61.33;153.19;Légère variabilité observée.
MMB2060;2017-05-15;82.92;108.51;Légère variabilité observée.
MMB2060;2017-06-15;129.73;178.92;Condition normale pour la saison.
MMB2060;2017-07-15;61.88;72.89;Condition normale pour la saison.
MMB2060;2017-08-15;82.61;71.62;Rien à signaler.
MMB2060;2017-09-15;59.95;139.00;Légère variabilité observée.
MMB2060;2017-10-15;122.65;174.64;Condition normale pour la saison.
MMB2062;2017-05-15;60.12;147.19;Condition normale pour la saison.
MMB2062;2017-06-15;145.92;94.59;Légère variabilité observée.
MMB2062;2017-07-15;70.01;81.43;Légère variabilité observée.
MMB2062;2017-08-15;59.10;132.67;Légère variabilité observée.
MMB2062;2017-09-15;78.31;61.16;Condition normale pour la saison.
MMB2062;2017-10-15;158.34;114.97;Condition normale pour la saison.
MMB2064;2017-05-15;190.05;50.59;Rien à signaler.
MMB2064;2017-06-15;146.85;172.55;Condition normale pour la saison.
MMB2064;2017-07-15;86.13;103.28;Condition normale pour la saison.
MMB2064;2017-08-15;183.27;65.67;Légère variabilité observée.
MMB2064;2017-09-15;55.04;50.57;Rien à signaler.
MMB2064;2017-10-15;126.90;71.53;Condition normale pour la saison.
MMB2066;2017-05-15;139.86;161.89;Condition normale pour la saison.
MMB2066;2017-06-15;67.93;196.08;Rien à signaler.
MMB2066;2017-07-15;184.94;53.22;Rien à signaler.
MMB2066;2017-08-15;149.04;67.28;Condition normale pour la saison.
MMB2066;2017-09-15;112.44;169.69;Condition normale pour la saison.
MMB2066;2017-10-15;197.37;67.64;Condition normale pour la saison.
MMB2068;2017-05-15;169.42;151.65;Rien à signaler.
MMB2068;2017-06-15;169.25;74.96;Condition normale pour la saison.
MMB2068;2017-07-15;134.02;135.45;Légère variabilité observée.
MMB2068;2017-08-15;96.89;87.61;Condition normale pour la saison.
MMB2068;2017-09-15;182.49;145.60;Condition normale pour la saison.
MMB2068;2017-10-15;119.25;98.52;Légère variabilité observée.
MMB2070;2017-05-15;102.25;85.53;Condition normale pour la saison.
MMB2070;2017-06-15;108.82;89.74;Rien à signaler.
MMB2070;2017-07-15;54.45;65.89;Légère variabilité observée.
MMB2070;2017-08-15;158.94;107.17;Condition normale pour la saison.
MMB2070;2017-09-15;130.09;199.99;Légère variabilité observée.
MMB2070;2017-10-15;76.98;194.44;Légère variabilité observée.
MMB2072;2017-05-15;64.23;58.32;Condition normale pour la saison.
MMB2072;2017-06-15;114.90;171.69;Légère variabilité observée.
MMB2072;2017-07-15;118.37;148.37;Légère variabilité observée.
MMB2072;2017-08-15;193.98;187.87;Rien à signaler.
MMB2072;2017-09-15;57.22;110.85;Rien à signaler.
MMB2072;2017-10-15;74.42;153.49;Condition normale pour la saison.
MMB2074;2017-05-15;132.86;71.51;Condition normale pour la saison.
MMB2074;2017-06-15;154.33;143.75;Condition normale pour la saison.
MMB2074;2017-07-15;108.37;141.33;Condition normale pour la saison.
MMB2074;2017-08-15;134.75;93.02;Légère variabilité observée.
MMB2074;2017-09-15;169.32;126.23;Légère variabilité observée.
MMB2074;2017-10-15;186.19;120.86;Légère variabilité observée.
MMB2076;2017-05-15;102.87;145.91;Rien à signaler.
MMB2076;2017-06-15;100.97;69.29;Condition normale pour la saison.
MMB2076;2017-07-15;74.02;136.12;Rien à signaler.
MMB2076;2017-08-15;66.22;185.35;Légère variabilité observée.
MMB2076;2017-09-15;120.14;146.49;Rien à signaler.
MMB2076;2017-10-15;152.35;153.80;Légère variabilité observée.
MMB2078;2017-05-15;196.52;160.80;Condition normale pour la saison.
MMB2078;2017-06-15;135.91;60.43;Condition normale pour la saison.
MMB2078;2017-07-15;166.68;57.76;Rien à signaler.
MMB2078;2017-08-15;131.27;178.54;Condition normale pour la saison.
MMB2078;2017-09-15;120.88;102.29;Légère variabilité observée.
MMB2078;2017-10-15;192.20;127.10;Condition normale pour la saison.
MMB2080;2017-05-15;106.12;53.86;Légère variabilité observée.
MMB2080;2017-06-15;193.88;158.52;Rien à signaler.
MMB2080;2017-07-15;86.93;114.37;Condition normale pour la saison.
MMB2080;2017-08-15;136.21;194.36;Condition normale pour la saison.
MMB2080;2017-09-15;119.03;51.05;Condition normale pour la saison.
MMB2080;2017-10-15;99.08;145.28;Rien à signaler.
MMB2082;2017-05-15;52.48;156.61;Rien à signaler.
MMB2082;2017-06-15;104.79;197.08;Rien à signaler.
