plantid;date;siteid;zoneid;placetteid;parcelleid;coordx;coordy;note
MMB3027;2017-08-15;S01;Z02;B3;11;0.52;0.54;Condition normale pour la saison.
MMB3027;2017-09-15;S01;Z02;B3;11;0.65;0.20;Légère variabilité observée.
MMB3027;2017-10-15;S01;Z02;B3;11;0.85;0.33;Rien à signaler.
MMB3028;2017-05-15;S01;Z02;B3;11;0.82;0.71;Condition normale pour la saison.
MMB3028;2017-06-15;S01;Z02;B3;11;0.60;0.12;Condition normale pour la saison.
MMB3028;2017-07-15;S01;Z02;B3;11;0.68;0.48;Rien à signaler.
MMB3028;2017-08-15;S01;Z02;B3;11;0.73;0.85;Condition normale pour la saison.
MMB3028;2017-09-15;S01;Z02;B3;11;0.14;0.43;Rien à signaler.
MMB3028;2017-10-15;S01;Z02;B3;11;0.45;0.32;Légère variabilité observée.
MMB3029;2017-05-15;S01;Z02;B3;11;0.17;0.87;Condition normale pour la saison.
MMB3029;2017-06-15;S01;Z02;B3;11;0.82;0.08;Légère variabilité observée.
MMB3029;2017-07-15;S01;Z02;B3;11;0.53;0.69;Condition normale pour la saison.
MMB3029;2017-08-15;S01;Z02;B3;11;0.57;0.38;Légère variabilité observée.
MMB3029;2017-09-15;S01;Z02;B3;11;0.71;0.55;Condition normale pour la saison.
MMB3029;2017-10-15;S01;Z02;B3;11;0.90;0.91;Condition normale pour la saison.
MMB3030;2017-05-15;S01;Z02;B3;11;0.57;0.81;Légère variabilité observée.
MMB3030;2017-06-15;S01;Z02;B3;11;0.76;0.20;Rien à signaler.
MMB3030;2017-07-15;S01;Z02;B3;11;0.88;0.14;Légère variabilité observée.
MMB3030;2017-08-15;S01;Z02;B3;11;0.83;0.61;Rien à signaler.
MMB3030;2017-09-15;S01;Z02;B3;11;0.61;0.61;Condition normale pour la saison.
MMB3030;2017-10-15;S01;Z02;B3;11;0.36;0.62;Légère variabilité observée.
MMB3031;2017-05-15;S01;Z02;B3;11;0.76;0.64;Rien à signaler.
MMB3031;2017-06-15;S01;Z02;B3;11;0.41;0.16;Légère variabilité observée.
MMB3031;2017-07-15;S01;Z02;B3;11;0.93;0.20;Rien à signaler.
MMB3031;2017-08-15;S01;Z02;B3;11;0.13;0.26;Condition normale pour la saison.
MMB3031;2017-09-15;S01;Z02;B3;11;0.49;0.05;Condition normale pour la saison.
MMB3031;2017-10-15;S01;Z02;B3;11;0.90;0.32;Légère variabilité observée.
MMB3032;2017-05-15;S01;Z02;B3;11;0.59;0.87;Rien à signaler.
MMB3032;2017-06-15;S01;Z02;B3;11;0.76;0.45;Condition normale pour la saison.
MMB3032;2017-07-15;S01;Z02;B3;11;0.49;0.93;Condition normale pour la saison.
MMB3032;2017-08-15;S01;Z02;B3;11;0.31;0.59;Condition normale pour la saison.
MMB3032;2017-09-15;S01;Z02;B3;11;0.69;0.59;Condition normale pour la saison.
MMB3032;2017-10-15;S01;Z02;B3;11;0.20;0.08;Condition normale pour la saison.
MMB3033;2017-05-15;S01;Z02;B3;11;0.71;0.65;Rien à signaler.
MMB3033;2017-06-15;S01;Z02;B3;11;0.72;0.34;Condition normale pour la saison.
MMB3033;2017-07-15;S01;Z02;B3;11;0.27;0.76;Condition normale pour la saison.
MMB3033;2017-08-15;S01;Z02;B3;11;0.10;0.77;Condition normale pour la saison.
MMB3033;2017-09-15;S01;Z02;B3;11;0.81;0.05;Condition normale pour la saison.
MMB3033;2017-10-15;S01;Z02;B3;11;0.47;0.33;Légère variabilité observée.
MMB3034;2017-05-15;S01;Z02;B3;11;0.88;0.81;Légère variabilité observée.
MMB3034;2017-06-15;S01;Z02;B3;11;0.15;0.48;Condition normale pour la saison.
MMB3034;2017-07-15;S01;Z02;B3;11;0.18;0.43;Légère variabilité observée.
MMB3034;2017-08-15;S01;Z02;B3;11;0.54;0.94;Condition normale pour la saison.
MMB3034;2017-09-15;S01;Z02;B3;11;0.65;0.72;Rien à signaler.
MMB3034;2017-10-15;S01;Z02;B3;11;0.07;0.64;Légère variabilité observée.
MMB3035;2017-05-15;S01;Z02;B3;11;0.45;0.75;Rien à signaler.
MMB3035;2017-06-15;S01;Z02;B3;11;0.15;0.21;Légère variabilité observée.
MMB3035;2017-07-15;S01;Z02;B3;11;0.84;0.59;Rien à signaler.
MMB3035;2017-08-15;S01;Z02;B3;11;0.67;0.23;Rien à signaler.
MMB3035;2017-09-15;S01;Z02;B3;11;0.69;0.44;Condition normale pour la saison.
MMB3035;2017-10-15;S01;Z02;B3;11;0.85;0.09;Condition normale pour la saison.
MMB3036;2017-05-15;S01;Z02;B3;11;0.70;0.36;Légère variabilité observée.
MMB3036;2017-06-15;S01;Z02;B3;11;0.72;0.70;Rien à signaler.
MMB3036;2017-07-15;S01;Z02;B3;11;0.69;0.80;Condition normale pour la saison.
MMB3036;2017-08-15;S01;Z02;B3;11;0.30;0.11;Légère variabilité observée.
MMB3036;2017-09-15;S01;Z02;B3;11;0.67;0.50;Condition normale pour la saison.
MMB3036;2017-10-15;S01;Z02;B3;11;0.28;0.66;Rien à signaler.
MMB3037;2017-05-15;S01;Z02;B3;11;0.93;0.94;Rien à signaler.
MMB3037;2017-06-15;S01;Z02;B3;11;0.61;0.31;Légère variabilité observée.
MMB3037;2017-07-15;S01;Z02;B3;11;0.68;0.87;Rien à signaler.
MMB3037;2017-08-15;S01;Z02;B3;11;0.10;0.94;Condition normale pour la saison.
MMB3037;2017-09-15;S01;Z02;B3;11;0.31;0.54;Condition normale pour la saison.
MMB3037;2017-10-15;S01;Z02;B3;11;0.30;0.48;Légère variabilité observée.
MMB3038;2017-05-15;S01;Z02;B3;11;0.75;0.83;Condition normale pour la saison.
MMB3038;2017-06-15;S01;Z02;B3;11;0.05;0.27;Condition normale pour la saison.
MMB3038;2017-07-15;S01;Z02;B3;11;0.29;0.56;Condition normale pour la saison.
MMB3038;2017-08-15;S01;Z02;B3;11;0.70;0.55;Condition normale pour la saison.
MMB3038;2017-09-15;S01;Z02;B3;11;0.78;0.47;Légère variabilité observée.
MMB3038;2017-10-15;S01;Z02;B3;11;0.78;0.31;Condition normale pour la saison.
MMB3039;2017-05-15;S01;Z02;B3;11;0.75;0.89;Rien à signaler.
MMB3039;2017-06-15;S01;Z02;B3;11;0.58;0.40;Condition normale pour la saison.
MMB3039;2017-07-15;S01;Z02;B3;11;0.64;0.35;Condition normale pour la saison.
MMB3039;2017-08-15;S01;Z02;B3;11;0.78;0.86;Rien à signaler.
MMB3039;2017-09-15;S01;Z02;B3;11;0.21;0.12;Condition normale pour la saison.
MMB3039;2017-10-15;S01;Z02;B3;11;0.69;0.49;Légère variabilité observée.
MMB3040;2017-05-15;S01;Z02;B3;11;0.58;0.87;Rien à signaler.
MMB3040;2017-06-15;S01;Z02;B3;11;0.42;0.13;Rien à signaler.
MMB3040;2017-07-15;S01;Z02;B3;11;0.64;0.70;Légère variabilité observée.
MMB3040;2017-08-15;S01;Z02;B3;11;0.49;0.93;Condition normale pour la saison.
MMB3040;2017-09-15;S01;Z02;B3;11;0.56;0.23;Condition normale pour la saison.
MMB3040;2017-10-15;S01;Z02;B3;11;0.24;0.52;Légère variabilité observée.
MMB3041;2017-05-15;S01;Z02;B3;11;0.25;0.53;Condition normale pour la saison.
MMB3041;2017-06-15;S01;Z02;B3;11;0.53;0.31;Rien à signaler.
MMB3041;2017-07-15;S01;Z02;B3;11;0.88;0.29;Rien à signaler.
MMB3041;2017-08-15;S01;Z02;B3;11;0.52;0.53;Condition normale pour la saison.
MMB3041;2017-09-15;S01;Z02;B3;11;0.05;0.78;Condition normale pour la saison.
MMB3041;2017-10-15;S01;Z02;B3;11;0.38;0.09;Condition normale pour la saison.
MMB3042;2017-05-15;S01;Z02;B3;11;0.36;0.65;Rien à signaler.
MMB3042;2017-06-15;S01;Z02;B3;11;0.49;0.86;Condition normale pour la saison.
MMB3042;2017-07-15;S01;Z02;B3;11;0.81;0.32;Légère variabilité observée.
MMB3042;2017-08-15;S01;Z02;B3;11;0.36;0.24;Condition normale pour la saison.
MMB3042;2017-09-15;S01;Z02;B3;11;0.32;0.72;Rien à signaler.
MMB3042;2017-10-15;S01;Z02;B3;11;0.38;0.50;Rien à signaler.
MMB3043;2017-05-15;S01;Z02;B3;11;0.55;0.80;Condition normale pour la saison.
MMB3043;2017-06-15;S01;Z02;B3;11;0.64;0.70;Condition normale pour la saison.
MMB3043;2017-07-15;S01;Z02;B3;11;0.63;0.10;Condition normale pour la saison.
MMB3043;2017-08-15;S01;Z02;B3;11;0.67;0.84;Légère variabilité observée.
MMB3043;2017-09-15;S01;Z02;B3;11;0.66;0.32;Condition normale pour la saison.
MMB3043;2017-10-15;S01;Z02;B3;11;0.34;0.89;Légère variabilité observée.
MMB3044;2017-05-15;S01;Z02;B3;11;0.40;0.57;Condition normale pour la saison.
MMB3044;2017-06-15;S01;Z02;B3;11;0.85;0.86;Rien à signaler.
MMB3044;2017-07-15;S01;Z02;B3;11;0.35;0.21;Légère variabilité observée.
MMB3044;2017-08-15;S01;Z02;B3;11;0.80;0.47;Condition normale pour la saison.
MMB3044;2017-09-15;S01;Z02;B3;11;0.19;0.35;Légère variabilité observée.
MMB3044;2017-10-15;S01;Z02;B3;11;0.07;0.61;Légère variabilité observée.
MMB3045;2017-05-15;S01;Z02;B3;11;0.34;0.72;Condition normale pour la saison.
MMB3045;2017-06-15;S01;Z02;B3;11;0.18;0.53;Condition normale pour la saison.
MMB3045;2017-07-15;S01;Z02;B3;11;0.32;0.45;Condition normale pour la saison.
MMB3045;2017-08-15;S01;Z02;B3;11;0.65;0.24;Condition normale pour la saison.
MMB3045;2017-09-15;S01;Z02;B3;11;0.84;0.81;Légère variabilité observée.
MMB3045;2017-10-15;S01;Z02;B3;11;0.49;0.88;Rien à signaler.
MMB3046;2017-05-15;S01;Z02;B3;11;0.58;0.28;Rien à signaler.
MMB3046;2017-06-15;S01;Z02;B3;11;0.47;0.33;Légère variabilité observée.
MMB3046;2017-07-15;S01;Z02;B3;11;0.87;0.39;Rien à signaler.
MMB3046;2017-08-15;S01;Z02;B3;11;0.25;0.82;Légère variabilité observée.
MMB3046;2017-09-15;S01;Z02;B3;11;0.43;0.88;Condition normale pour la saison.
MMB3046;2017-10-15;S01;Z02;B3;11;0.67;0.46;Légère variabilité observée.
MMB3047;2017-05-15;S01;Z02;B3;11;0.31;0.34;Légère variabilité observée.
MMB3047;2017-06-15;S01;Z02;B3;11;0.32;0.25;Condition normale pour la saison.
MMB3047;2017-07-15;S01;Z02;B3;11;0.18;0.50;Condition normale pour la saison.
MMB3047;2017-08-15;S01;Z02;B3;11;0.88;0.31;Rien à signaler.
MMB3047;2017-09-15;S01;Z02;B3;11;0.34;0.51;Légère variabilité observée.
MMB3047;2017-10-15;S01;Z02;B3;11;0.73;0.50;Rien à signaler.
MMB3048;2017-05-15;S01;Z02;B3;11;0.65;0.74;Rien à signaler.
MMB3048;2017-06-15;S01;Z02;B3;11;0.09;0.10;Condition normale pour la saison.
MMB3048;2017-07-15;S01;Z02;B3;11;0.76;0.33;Légère variabilité observée.
MMB3048;2017-08-15;S01;Z02;B3;11;0.86;0.71;Légère variabilité observée.
MMB3048;2017-09-15;S01;Z02;B3;11;0.23;0.30;Condition normale pour la saison.
MMB3048;2017-10-15;S01;Z02;B3;11;0.27;0.35;Condition normale pour la saison.
MMB3049;2017-05-15;S01;Z02;B3;11;0.16;0.40;Condition normale pour la saison.
MMB3049;2017-06-15;S01;Z02;B3;11;0.50;0.81;Condition normale pour la saison.
MMB3049;2017-07-15;S01;Z02;B3;11;0.74;0.58;Rien à signaler.
MMB3049;2017-08-15;S01;Z02;B3;11;0.90;0.61;Condition normale pour la saison.
MMB3049;2017-09-15;S01;Z02;B3;11;0.33;0.54;Condition normale pour la saison.
MMB3049;2017-10-15;S01;Z02;B3;11;0.78;0.10;Condition normale pour la saison.
MMB3050;2017-05-15;S01;Z02;B3;11;0.19;0.57;Rien à signaler.
MMB3050;2017-06-15;S01;Z02;B3;11;0.21;0.33;Rien à signaler.
MMB3050;2017-07-15;S01;Z02;B3;11;0.40;0.90;Condition normale pour la saison.
MMB3050;2017-08-15;S01;Z02;B3;11;0.12;0.21;Condition normale pour la saison.
MMB3050;2017-09-15;S01;Z02;B3;11;0.90;0.77;Condition normale pour la saison.
MMB3050;2017-10-15;S01;Z02;B3;11;0.36;0.81;Condition normale pour la saison.
MMB3051;2017-05-15;S01;Z02;B3;11;0.19;0.20;Condition normale pour la saison.
MMB3051;2017-06-15;S01;Z02;B3;11;0.71;0.34;Légère variabilité observée.
MMB3051;2017-07-15;S01;Z02;B3;11;0.16;0.24;Condition normale pour la saison.
MMB3051;2017-08-15;S01;Z02;B3;11;0.72;0.10;Condition normale pour la saison.
MMB3051;2017-09-15;S01;Z02;B3;11;0.29;0.70;Rien à signaler.
MMB3051;2017-10-15;S01;Z02;B3;11;0.55;0.61;Condition normale pour la saison.
MMB3052;2017-05-15;S01;Z02;B3;11;0.57;0.60;Rien à signaler.
MMB3052;2017-06-15;S01;Z02;B3;11;0.68;0.91;Légère variabilité observée.
MMB3052;2017-07-15;S01;Z02;B3;11;0.61;0.65;Rien à signaler.
MMB3052;2017-08-15;S01;Z02;B3;11;0.55;0.88;Légère variabilité observée.
MMB3052;2017-09-15;S01;Z02;B3;11;0.15;0.73;Condition normale pour la saison.
MMB3052;2017-10-15;S01;Z02;B3;11;0.71;0.54;Condition normale pour la saison.
MMB3053;2017-05-15;S01;Z02;B3;11;0.56;0.83;Condition normale pour la saison.
MMB3053;2017-06-15;S01;Z02;B3;11;0.51;0.79;Rien à signaler.
MMB3053;2017-07-15;S01;Z02;B3;11;0.13;0.28;Condition normale pour la saison.
MMB3053;2017-08-15;S01;Z02;B3;11;0.25;0.51;Condition normale pour la saison.
MMB3053;2017-09-15;S01;Z02;B3;11;0.16;0.60;Légère variabilité observée.
MMB3053;2017-10-15;S01;Z02;B3;11;0.08;0.66;Condition normale pour la saison.
MMB3054;2017-05-15;S01;Z02;B3;11;0.45;0.55;Rien à signaler.
MMB3054;2017-06-15;S01;Z02;B3;11;0.88;0.16;Rien à signaler.
MMB3054;2017-07-15;S01;Z02;B3;11;0.06;0.67;Condition normale pour la saison.
MMB3054;2017-08-15;S01;Z02;B3;11;0.08;0.24;Condition normale pour la saison.
MMB3054;2017-09-15;S01;Z02;B3;11;0.49;0.80;Condition normale pour la saison.
MMB3054;2017-10-15;S01;Z02;B3;11;0.20;0.65;Légère variabilité observée.
MMB3055;2017-05-15;S01;Z02;B3;11;0.71;0.51;Rien à signaler.
MMB3055;2017-06-15;S01;Z02;B3;11;0.29;0.08;Rien à signaler.
MMB3055;2017-07-15;S01;Z02;B3;11;0.45;0.62;Rien à signaler.
MMB3055;2017-08-15;S01;Z02;B3;11;0.31;0.81;Rien à signaler.
MMB3055;2017-09-15;S01;Z02;B3;11;0.61;0.10;Légère variabilité observée.
MMB3055;2017-10-15;S01;Z02;B3;11;0.84;0.79;Condition normale pour la saison.
MMB3056;2017-05-15;S01;Z02;B3;11;0.14;0.27;Condition normale pour la saison.
MMB3056;2017-06-15;S01;Z02;B3;11;0.40;0.91;Légère variabilité observée.
MMB3056;2017-07-15;S01;Z02;B3;11;0.44;0.64;Rien à signaler.
MMB3056;2017-08-15;S01;Z02;B3;11;0.24;0.20;Rien à signaler.
MMB3056;2017-09-15;S01;Z02;B3;11;0.47;0.59;Rien à signaler.
MMB3056;2017-10-15;S01;Z02;B3;11;0.79;0.50;Rien à signaler.
MMB3057;2017-05-15;S01;Z02;B3;11;0.79;0.34;Condition normale pour la saison.
MMB3057;2017-06-15;S01;Z02;B3;11;0.26;0.33;Légère variabilité observée.
MMB3057;2017-07-15;S01;Z02;B3;11;0.66;0.90;Condition normale pour la saison.
MMB3057;2017-08-15;S01;Z02;B3;11;0.07;0.64;Légère variabilité observée.
MMB3057;2017-09-15;S01;Z02;B3;11;0.75;0.58;Condition normale pour la saison.
MMB3057;2017-10-15;S01;Z02;B3;11;0.65;0.32;Rien à signaler.
MMB3058;2017-05-15;S01;Z02;B3;11;0.18;0.66;Condition normale pour la saison.
MMB3058;2017-06-15;S01;Z02;B3;11;0.78;0.30;Condition normale pour la saison.
MMB3058;2017-07-15;S01;Z02;B3;11;0.14;0.90;Rien à signaler.
MMB3058;2017-08-15;S01;Z02;B3;11;0.80;0.11;Légère variabilité observée.
MMB3058;2017-09-15;S01;Z02;B3;11;0.07;0.76;Rien à signaler.
MMB3058;2017-10-15;S01;Z02;B3;11;0.15;0.26;Condition normale pour la saison.
MMB3059;2017-05-15;S01;Z02;B3;11;0.16;0.70;Condition normale pour la saison.
MMB3059;2017-06-15;S01;Z02;B3;11;0.70;0.13;Rien à signaler.
MMB3059;2017-07-15;S01;Z02;B3;11;0.70;0.21;Condition normale pour la saison.
MMB3059;2017-08-15;S01;Z02;B3;11;0.49;0.39;Condition normale pour la saison.
MMB3059;2017-09-15;S01;Z02;B3;11;0.42;0.37;Condition normale pour la saison.
MMB3059;2017-10-15;S01;Z02;B3;11;0.19;0.10;Légère variabilité observée.
MMB3060;2017-05-15;S01;Z02;B3;11;0.81;0.79;Rien à signaler.
MMB3060;2017-06-15;S01;Z02;B3;11;0.66;0.86;Condition normale pour la saison.
MMB3060;2017-07-15;S01;Z02;B3;11;0.51;0.21;Condition normale pour la saison.
MMB3060;2017-08-15;S01;Z02;B3;11;0.08;0.32;Condition normale pour la saison.
MMB3060;2017-09-15;S01;Z02;B3;11;0.06;0.55;Condition normale pour la saison.
MMB3060;2017-10-15;S01;Z02;B3;11;0.51;0.60;Condition normale pour la saison.
MMB3061;2017-05-15;S01;Z02;B3;11;0.83;0.10;Condition normale pour la saison.
MMB3061;2017-06-15;S01;Z02;B3;11;0.12;0.42;Rien à signaler.
MMB3061;2017-07-15;S01;Z02;B3;11;0.48;0.65;Rien à signaler.
MMB3061;2017-08-15;S01;Z02;B3;11;0.28;0.27;Rien à signaler.
MMB3061;2017-09-15;S01;Z02;B3;11;0.86;0.32;Rien à signaler.
MMB3061;2017-10-15;S01;Z02;B3;11;0.77;0.21;Légère variabilité observée.
MMB3062;2017-05-15;S01;Z02;B3;11;0.82;0.31;Condition normale pour la saison.
MMB3062;2017-06-15;S01;Z02;B3;11;0.64;0.48;Condition normale pour la saison.
MMB3062;2017-07-15;S01;Z02;B3;11;0.50;0.60;Légère variabilité observée.
MMB3062;2017-08-15;S01;Z02;B3;11;0.38;0.62;Condition normale pour la saison.
MMB3062;2017-09-15;S01;Z02;B3;11;0.25;0.50;Légère variabilité observée.
MMB3062;2017-10-15;S01;Z02;B3;11;0.38;0.28;Condition normale pour la saison.
MMB3063;2017-05-15;S01;Z02;B3;11;0.48;0.26;Légère variabilité observée.
MMB3063;2017-06-15;S01;Z02;B3;11;0.35;0.56;Condition normale pour la saison.
MMB3063;2017-07-15;S01;Z02;B3;11;0.88;0.76;Légère variabilité observée.
MMB3063;2017-08-15;S01;Z02;B3;11;0.21;0.53;Condition normale pour la saison.
MMB3063;2017-09-15;S01;Z02;B3;11;0.51;0.81;Rien à signaler.
MMB3063;2017-10-15;S01;Z02;B3;11;0.25;0.53;Rien à signaler.
MMB3064;2017-05-15;S01;Z02;B3;11;0.74;0.50;Rien à signaler.
MMB3064;2017-06-15;S01;Z02;B3;11;0.57;0.18;Condition normale pour la saison.
MMB3064;2017-07-15;S01;Z02;B3;11;0.60;0.24;Condition normale pour la saison.
MMB3064;2017-08-15;S01;Z02;B3;11;0.74;0.93;Légère variabilité observée.
MMB3064;2017-09-15;S01;Z02;B3;11;0.91;0.48;Légère variabilité observée.
MMB3064;2017-10-15;S01;Z02;B3;11;0.56;0.68;Légère variabilité observée.
MMB3065;2017-05-15;S01;Z02;B3;11;0.89;0.55;Rien à signaler.
MMB3065;2017-06-15;S01;Z02;B3;11;0.68;0.13;Condition normale pour la saison.
MMB3065;2017-07-15;S01;Z02;B3;11;0.89;0.44;Condition normale pour la saison.
MMB3065;2017-08-15;S01;Z02;B3;11;0.46;0.15;Rien à signaler.
MMB3065;2017-09-15;S01;Z02;B3;11;0.73;0.42;Condition normale pour la saison.
MMB3065;2017-10-15;S01;Z02;B3;11;0.89;0.93;Condition normale pour la saison.
MMB3066;2017-05-15;S01;Z02;B3;11;0.50;0.79;Condition normale pour la saison.
MMB3066;2017-06-15;S01;Z02;B3;11;0.78;0.28;Condition normale pour la saison.
MMB3066;2017-07-15;S01;Z02;B3;11;0.84;0.18;Légère variabilité observée.
MMB3066;2017-08-15;S01;Z02;B3;11;0.82;0.05;Légère variabilité observée.
MMB3066;2017-09-15;S01;Z02;B3;11;0.13;0.67;Légère variabilité observée.
MMB3066;2017-10-15;S01;Z02;B3;11;0.16;0.61;Rien à signaler.
MMB3067;2017-05-15;S01;Z02;B3;11;0.43;0.70;Légère variabilité observée.
MMB3067;2017-06-15;S01;Z02;B3;11;0.73;0.49;Condition normale pour la saison.
MMB3067;2017-07-15;S01;Z02;B3;11;0.66;0.61;Condition normale pour la saison.
MMB3067;2017-08-15;S01;Z02;B3;11;0.22;0.60;Rien à signaler.
MMB3067;2017-09-15;S01;Z02;B3;11;0.42;0.56;Condition normale pour la saison.
MMB3067;2017-10-15;S01;Z02;B3;11;0.43;0.81;Condition normale pour la saison.
MMB3068;2017-05-15;S01;Z02;B3;11;0.83;0.77;Rien à signaler.
MMB3068;2017-06-15;S01;Z02;B3;11;0.53;0.37;Condition normale pour la saison.
MMB3068;2017-07-15;S01;Z02;B3;11;0.76;0.77;Légère variabilité observée.
MMB3068;2017-08-15;S01;Z02;B3;11;0.68;0.61;Condition normale pour la saison.
MMB3068;2017-09-15;S01;Z02;B3;11;0.23;0.74;Condition normale pour la saison.
MMB3068;2017-10-15;S01;Z02;B3;11;0.19;0.44;Légère variabilité observée.
MMB3069;2017-05-15;S01;Z02;B3;11;0.78;0.54;Condition normale pour la saison.
MMB3069;2017-06-15;S01;Z02;B3;11;0.78;0.22;Condition normale pour la saison.
MMB3069;2017-07-15;S01;Z02;B3;11;0.30;0.54;Condition normale pour la saison.
MMB3069;2017-08-15;S01;Z02;B3;11;0.90;0.15;Légère variabilité observée.
MMB3069;2017-09-15;S01;Z02;B3;11;0.69;0.09;Rien à signaler.
MMB3069;2017-10-15;S01;Z02;B3;11;0.08;0.23;Rien à signaler.
MMB3070;2017-05-15;S01;Z02;B3;11;0.43;0.28;Légère variabilité observée.
MMB3070;2017-06-15;S01;Z02;B3;11;0.41;0.44;Rien à signaler.
MMB3070;2017-07-15;S01;Z02;B3;11;0.16;0.29;Condition normale pour la saison.
MMB3070;2017-08-15;S01;Z02;B3;11;0.63;0.10;Rien à signaler.
MMB3070;2017-09-15;S01;Z02;B3;11;0.61;0.89;Légère variabilité observée.
MMB3070;2017-10-15;S01;Z02;B3;11;0.63;0.84;Légère variabilité observée.
MMB3071;2017-05-15;S01;Z02;B3;11;0.92;0.84;Condition normale pour la saison.
MMB3071;2017-06-15;S01;Z02;B3;11;0.48;0.33;Rien à signaler.
MMB3071;2017-07-15;S01;Z02;B3;11;0.45;0.78;Condition normale pour la saison.
MMB3071;2017-08-15;S01;Z02;B3;11;0.65;0.58;Légère variabilité observée.
MMB3071;2017-09-15;S01;Z02;B3;11;0.16;0.12;Condition normale pour la saison.
MMB3071;2017-10-15;S01;Z02;B3;11;0.79;0.80;Légère variabilité observée.
MMB3072;2017-05-15;S01;Z02;B3;11;0.87;0.44;Légère variabilité observée.
MMB3072;2017-06-15;S01;Z02;B3;11;0.13;0.60;Rien à signaler.
MMB3072;2017-07-15;S01;Z02;B3;11;0.19;0.17;Condition normale pour la saison.
MMB3072;2017-08-15;S01;Z02;B3;11;0.79;0.11;Légère variabilité observée.
MMB3072;2017-09-15;S01;Z02;B3;11;0.65;0.71;Légère variabilité observée.
MMB3072;2017-10-15;S01;Z02;B3;11;0.86;0.42;Légère variabilité observée.
MMB3073;2017-05-15;S01;Z02;B3;11;0.18;0.25;Rien à signaler.
MMB3073;2017-06-15;S01;Z02;B3;11;0.78;0.19;Condition normale pour la saison.
MMB3073;2017-07-15;S01;Z02;B3;11;0.86;0.82;Condition normale pour la saison.
MMB3073;2017-08-15;S01;Z02;B3;11;0.12;0.87;Condition normale pour la saison.
MMB3073;2017-09-15;S01;Z02;B3;11;0.48;0.31;Condition normale pour la saison.
MMB3073;2017-10-15;S01;Z02;B3;11;0.91;0.85;Légère variabilité observée.
MMB3074;2017-05-15;S01;Z02;B3;11;0.17;0.35;Légère variabilité observée.
MMB3074;2017-06-15;S01;Z02;B3;11;0.90;0.45;Rien à signaler.
MMB3074;2017-07-15;S01;Z02;B3;11;0.59;0.31;Condition normale pour la saison.
MMB3074;2017-08-15;S01;Z02;B3;11;0.82;0.94;Rien à signaler.
MMB3074;2017-09-15;S01;Z02;B3;11;0.68;0.31;Légère variabilité observée.
MMB3074;2017-10-15;S01;Z02;B3;11;0.12;0.25;Condition normale pour la saison.
MMB3075;2017-05-15;S01;Z02;B3;11;0.30;0.91;Condition normale pour la saison.
MMB3075;2017-06-15;S01;Z02;B3;11;0.34;0.62;Condition normale pour la saison.
MMB3075;2017-07-15;S01;Z02;B3;11;0.90;0.27;Condition normale pour la saison.
MMB3075;2017-08-15;S01;Z02;B3;11;0.38;0.78;Rien à signaler.
MMB3075;2017-09-15;S01;Z02;B3;11;0.10;0.43;Rien à signaler.
MMB3075;2017-10-15;S01;Z02;B3;11;0.39;0.62;Rien à signaler.
MMB3076;2017-05-15;S01;Z02;B3;11;0.19;0.63;Rien à signaler.
MMB3076;2017-06-15;S01;Z02;B3;11;0.50;0.51;Condition normale pour la saison.
MMB3076;2017-07-15;S01;Z02;B3;11;0.62;0.45;Condition normale pour la saison.
MMB3076;2017-08-15;S01;Z02;B3;11;0.19;0.86;Légère variabilité observée.
MMB3076;2017-09-15;S01;Z02;B3;11;0.39;0.81;Rien à signaler.
MMB3076;2017-10-15;S01;Z02;B3;11;0.07;0.33;Condition normale pour la saison.
MMB3077;2017-05-15;S01;Z02;B3;11;0.55;0.47;Condition normale pour la saison.
MMB3077;2017-06-15;S01;Z02;B3;11;0.18;0.10;Rien à signaler.
MMB3077;2017-07-15;S01;Z02;B3;11;0.45;0.59;Légère variabilité observée.
MMB3077;2017-08-15;S01;Z02;B3;11;0.41;0.82;Condition normale pour la saison.
MMB3077;2017-09-15;S01;Z02;B3;11;0.61;0.07;Condition normale pour la saison.
MMB3077;2017-10-15;S01;Z02;B3;11;0.41;0.72;Légère variabilité observée.
MMB3078;2017-05-15;S01;Z02;B3;11;0.84;0.13;Condition normale pour la saison.
MMB3078;2017-06-15;S01;Z02;B3;11;0.87;0.31;Rien à signaler.
MMB3078;2017-07-15;S01;Z02;B3;11;0.30;0.69;Légère variabilité observée.
MMB3078;2017-08-15;S01;Z02;B3;11;0.31;0.48;Condition normale pour la saison.
MMB3078;2017-09-15;S01;Z02;B3;11;0.15;0.51;Rien à signaler.
MMB3078;2017-10-15;S01;Z02;B3;11;0.91;0.83;Condition normale pour la saison.
MMB3079;2017-05-15;S01;Z02;B3;11;0.82;0.23;Rien à signaler.
MMB3079;2017-06-15;S01;Z02;B3;11;0.44;0.56;Condition normale pour la saison.
MMB3079;2017-07-15;S01;Z02;B3;11;0.89;0.91;Légère variabilité observée.
MMB3079;2017-08-15;S01;Z02;B3;11;0.90;0.57;Condition normale pour la saison.
MMB3079;2017-09-15;S01;Z02;B3;11;0.54;0.35;Légère variabilité observée.
MMB3079;2017-10-15;S01;Z02;B3;11;0.69;0.86;Condition normale pour la saison.
MMB3080;2017-05-15;S01;Z02;B3;11;0.65;0.78;Condition normale pour la saison.
MMB3080;2017-06-15;S01;Z02;B3;11;0.81;0.29;Rien à signaler.
